,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre
148,I Got Money Now (feat. JID),Deante' Hitchcock,56,0.835,0.68,11,-4.329,1,0.244,0.131,0.0,0.0782,0.703,132.952,72d2Dyum5DZrPx4xT2c8OR,218800,4,indie
149,Gimme Love,Joji,82,0.482,0.631,5,-6.917,1,0.0986,0.696,0.0242,0.209,0.0743,126.576,2hfoyc7ve6xM4ZEiNIiU1B,214558,3,indie
150,Pikachu,Yung Lean,61,0.701,0.464,5,-8.952,1,0.101,0.773,0.755,0.119,0.359,140.955,60ABqMtWZFSWw1sxuzo8Pe,127080,4,indie
151,umbrellar,Dua Saleh,53,0.293,0.85,1,-6.05,1,0.066,0.557,0.0304,0.234,0.367,129.634,00PXRPuZFlM5dv1FeJa69J,155763,4,indie
152,I'm God,Clams Casino,62,0.529,0.641,2,-6.78,1,0.0336,0.0711,0.76,0.102,0.089,141.927,0FVuyC9RP5MACjp4lgU3qZ,277711,4,indie
153,Kevin,Oliver Malcolm,57,0.677,0.352,7,-9.083,0,0.187,0.0499,0.055,0.108,0.529,101.992,2DylrERZbUpx845Cd8y7hU,199382,4,indie
154,Dragonball Durag,Thundercat,65,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,7eWGnKg4B44sbBPpQp4y2c,181922,4,indie
155,THESE DAYS 요즘,Yaeji,49,0.595,0.349,10,-16.082,0,0.0367,0.686,0.839,0.159,0.337,103.042,0lyu3soIImCubDvXzWm0zl,179321,4,indie
156,Edamame,Zacari,51,0.637,0.645,10,-6.762,1,0.157,0.0458,0.00612,0.112,0.213,179.973,7Dy7izxbxLPATVQQ5VRbS5,200000,4,indie
157,Woo!,Remi Wolf,52,0.785,0.446,0,-6.562,0,0.071,0.214,2.89e-06,0.102,0.728,86.039,3jRrVpeuz1vI0KaHRfaKs0,196744,4,indie
158,For Colored Boys,Kota the Friend,23,0.469,0.647,1,-6.122,0,0.379,0.864,0.0,0.325,0.775,77.131,75vXX6rcJXnWInl9XQZUfp,223116,4,indie
159,CRUMPY,Nick Hakim,44,0.64,0.635,0,-6.141,1,0.0487,0.247,0.202,0.0816,0.278,79.285,3axI88EJvw5J6tnMdCvc66,187926,4,indie
160,Right,Mac Miller,71,0.682,0.281,5,-14.267,1,0.126,0.804,0.359,0.106,0.475,82.954,165cwz4wGlGz0uDBhxdKLY,287871,4,indie
161,How TF,Deante' Hitchcock,59,0.733,0.824,6,-4.341,1,0.289,0.592,0.00042,0.217,0.913,83.812,3OKjt7tEwniRCq984dsx7f,241213,4,indie
162,Pray For Real,Peter CottonTale,50,0.847,0.508,1,-7.613,1,0.21,0.184,5.94e-06,0.0875,0.435,95.029,6Wd1lJm7dCMMINB4QuvqZV,193942,4,indie
163,Idontknow,Jamie xx,63,0.506,0.714,10,-7.802,0,0.291,0.513,0.871,0.053,0.719,160.065,55YMj9pA2x7CkC3NmDtBkl,321503,4,indie
164,LA CANCIÓN,maye,56,0.761,0.701,7,-6.014,0,0.329,0.063,0.000233,0.148,0.448,93.986,2wIgWVIyA4bzRW6RmdXMoI,212298,4,indie
165,Hold It Down,Spencer.,51,0.753,0.451,0,-8.076,0,0.0379,0.407,1.07e-05,0.0947,0.315,109.939,2OvuQMxW5b0VT8btiNugfL,194062,4,indie
166,WHAT WE DREW 우리가 그려왔던,Yaeji,47,0.709,0.505,0,-6.45,1,0.0331,0.248,0.287,0.166,0.591,135.012,0V61Y32ISHWztELtK7RHF3,229848,4,indie
167,Still Dreamin (with JID & Lute feat. 6LACK),Dreamville,60,0.452,0.557,0,-6.425,1,0.261,0.478,1.75e-06,0.0945,0.38,82.411,1hp7uTRi0jYcN6wgFP077U,261053,4,indie
168,"Simulation (feat. Swamp Dogg, Justin Vernon)",Naeem,47,0.714,0.47,4,-10.946,0,0.111,0.852,0.000387,0.228,0.222,129.922,2Ehyi5CODAtKcIQGSJopfn,243747,4,indie
169,Switch,Biig Piig,56,0.594,0.608,1,-8.93,1,0.041,0.0259,0.122,0.156,0.639,169.969,2j5AyPkjugfvw0HWrK1Wvr,141503,4,indie
170,I Did It,Kris Yute,45,0.769,0.429,1,-15.592,1,0.0581,0.116,6.47e-05,0.0666,0.567,143.94,4PwYS8MvNbD3qOCGJXZ8L9,165875,4,indie
171,Repeat After Me (Interlude),The Weeknd,73,0.555,0.619,0,-7.918,1,0.0314,0.0323,0.000224,0.0917,0.141,95.032,40U8d12pC5UHqmHwXjHjjl,195813,4,indie
172,DEMONS,Zaia,56,0.814,0.329,1,-9.119,1,0.155,0.0943,3.92e-05,0.113,0.428,99.742,0axytamcq1Gd4qZD5xlDR9,181653,3,indie
173,Expressing What Matters,Disclosure,61,0.781,0.814,11,-8.164,0,0.0916,0.0148,0.838,0.128,0.736,119.993,3FeVszrXFJCEcmbYWBZtRQ,263213,4,indie
174,Stella Brown,Jelani Aryeh,63,0.724,0.48,2,-7.537,1,0.0342,0.211,0.0772,0.289,0.591,125.007,4gwltSjdrzKtKz9dlk2Wja,187415,4,indie
175,Stay Alive,Mustafa,47,0.557,0.18,5,-15.417,1,0.0356,0.909,2.32e-05,0.498,0.456,85.963,23RTebU5woj5YZgKi9xuZm,181373,4,indie
176,Imagine U,Omar Apollo,61,0.956,0.366,4,-6.428,0,0.0465,0.0701,0.00691,0.122,0.919,102.014,6rsuqpfWuNMpaektrYV906,189397,4,indie
177,Home,Somni,52,0.555,0.541,9,-6.47,1,0.36,0.927,0.0436,0.57,0.542,84.024,6zuvB7LsseXwZX5uPg85NP,121618,4,indie
178,Snowchild,The Weeknd,49,0.658,0.608,0,-7.479,1,0.104,0.161,5.88e-05,0.121,0.261,148.144,264yshjoWEJGVeqMJvEqGE,247187,4,indie
179,QADIR - Single Version,Nick Hakim,47,0.766,0.484,8,-6.422,0,0.0656,0.259,0.014,0.169,0.575,142.041,42Ul22w633eGjYj59b9nwv,241920,4,indie
180,Memphis,AG Club,54,0.738,0.611,1,-8.147,1,0.297,0.19,0.0,0.215,0.512,74.613,7kfl2DwtW29sYrUGRH5B2Y,200516,4,indie
181,Dear April (Side A - Acoustic),Frank Ocean,72,0.444,0.152,8,-12.87,0,0.0471,0.953,8.85e-05,0.0966,0.227,115.95,62ljuuXo0zrcrtJnnOhfxT,231040,1,indie
182,The Difference,Flume,73,0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96,4nlvKIIetOWGIMyhjQXgOZ,139663,4,indie
183,Tempo,Smino,62,0.685,0.46,6,-9.007,0,0.431,0.251,6.58e-06,0.0949,0.771,102.193,2ca5xMtPpmULDE6aG3VuEn,130939,3,indie
184,BEST INTEREST,"Tyler, The Creator",75,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,3jHdKaLCkuNEkWcLVmQPCX,127921,3,indie
185,Still Here,Kllo,42,0.667,0.72,2,-8.741,1,0.0447,0.273,0.571,0.0474,0.499,130.018,5NRFBtaNmTV0F9NaPwhOL2,214682,4,indie
186,Untitled,Mk.gee,55,0.713,0.505,8,-9.504,1,0.0365,0.217,0.113,0.1,0.583,101.983,6I0m89XMkPX46MMaNmkWNK,219457,4,indie
187,SOLDIERS (feat. Sampha),Headie One,50,0.536,0.676,11,-7.265,0,0.391,0.198,3.04e-06,0.958,0.239,122.85,3sp4CJbR97KYUnyxup7Zzn,190193,5,indie
188,Weedman,Channel Tres,58,0.863,0.501,11,-5.018,0,0.133,0.131,0.000316,0.0531,0.575,94.987,1sQeLo71tyRhY7TqHRiSQ9,169256,4,indie
189,"30,000 FEET",Jeshi,47,0.458,0.585,1,-9.726,0,0.366,0.718,0.0,0.0966,0.321,127.237,1McWbNIuEPiA5gMo4PafS0,211240,1,indie
190,Are You Bored Yet? (feat. Clairo),Wallows,1,0.681,0.683,8,-6.449,0,0.0287,0.156,2.55e-05,0.273,0.64,120.028,1yY9uOKV3A9pPedzTfvbg1,178000,4,indie
191,Can I Call You Tonight?,Dayglow,4,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,5Ti99QiUdIwe0xG4gS22FL,278769,4,indie
192,Habit,Still Woozy,3,0.766,0.402,1,-11.155,1,0.107,0.27,0.0007,0.106,0.466,125.107,1M321puDN1WBd5NF0ogOKW,153857,4,indie
193,Was It Something I Said,MyKey,1,0.587,0.724,6,-6.776,1,0.0321,0.614,0.000166,0.155,0.837,106.993,2YEnGQwfXZokCfRbTykYbo,222353,4,indie
194,Puppy Dog,Dreamer Boy,59,0.689,0.545,7,-8.289,1,0.0377,0.173,4.9e-05,0.347,0.509,113.997,13O36COxxWjcvc9r5Zsd1P,210281,4,indie
195,4EVER,Clairo,72,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,5mIOsPuQdXchVY0jB5NO9Q,159595,4,indie
196,Hot Rod,Dayglow,0,0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985,12j3KX5TkcAswLUUPMTNqA,204014,4,indie
197,Lucy,Still Woozy,3,0.649,0.535,6,-12.017,0,0.224,0.385,0.000422,0.12,0.843,84.466,0nXyCNdS6fkZNP11DwGq1i,142500,4,indie
198,That I Miss You,Vansire,62,0.779,0.572,4,-9.259,1,0.0396,0.306,0.739,0.106,0.967,114.994,7cneuh5BMBbqbbGrpqTDHQ,140116,4,indie
199,Harvard,LAUNDRY DAY,49,0.526,0.701,7,-6.632,1,0.0387,0.125,0.0,0.165,0.569,79.966,5sgUExXhrZ2duO8epviG4M,208685,4,indie
200,OUTTA MY MIND,Monsune,63,0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,7zTTDkkLkJ2iHAqq1daDCr,226006,4,indie
201,Six Speed,Current Blue,53,0.51,0.327,7,-6.154,1,0.504,0.335,0.0,0.119,0.523,37.399,38loOBAgDgCW4pFWyH9cey,120000,4,indie
202,Lava,Still Woozy,1,0.623,0.615,1,-10.064,1,0.146,0.304,0.00874,0.25,0.672,169.137,5BoDFGTXZ8j5muc6Sb2jMz,157303,4,indie
203,Loving Is Easy,Rex Orange County,79,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,5EYi2rH4LYs6M21ZLOyQTx,155720,4,indie
204,Flaming Hot Cheetos,Clairo,0,0.7,0.387,7,-15.38,0,0.194,0.878,0.00026,0.0973,0.171,110.068,6Q4oiVdxUveuaVEXWfephy,123341,4,indie
205,THE BOTTOM,MICHELLE,37,0.75,0.63,9,-6.755,0,0.0257,0.00289,0.35,0.0922,0.828,109.986,5q4fICuQraX0rP42UrTWop,219873,4,indie
206,Daytrip,STEPHAN,53,0.926,0.681,8,-7.047,0,0.114,0.619,6.26e-05,0.677,0.565,139.958,5QTFijKBM9oCO5vH744k7r,144857,4,indie
207,Goodie Bag,Still Woozy,8,0.701,0.529,7,-12.242,0,0.147,0.82,0.00113,0.249,0.577,138.216,297rZsBEjFw9d0Gl3iBLnd,146390,4,indie
208,Cool to You,Teenage Priest,54,0.623,0.642,1,-6.199,0,0.0308,0.0583,0.0148,0.288,0.584,171.027,4TxuAw6GMHFPMv6NQeXm6l,197888,4,indie
209,Hello?,Clairo,75,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,7qwt4xUIqQWCu1DJf96g2k,135016,4,indie
210,Tommy's Party,Peach Pit,67,0.565,0.438,7,-8.722,1,0.0311,0.122,0.0469,0.108,0.211,133.949,5OuJTtNve7FxUX82eEBupN,361760,4,indie
211,New Flesh,Current Joys,73,0.621,0.594,9,-16.066,1,0.0384,0.887,0.498,0.0917,0.698,165.863,6TEiFwaiHERpdfG6WnGed1,167987,4,indie
212,Cooks,Still Woozy,3,0.363,0.579,7,-10.533,1,0.0986,0.446,0.0127,0.264,0.719,78.032,2T64m94VBrsEISkAYq6Cnq,174105,4,indie
213,I Love You So,The Walters,70,0.578,0.669,10,-4.898,1,0.0377,0.65,0.0,0.13,0.503,75.995,1175r6ZmkUjX8dRJLz9Ohk,160254,4,indie
214,Pretty Girl,Clairo,0,0.921,0.432,0,-11.109,1,0.0502,0.506,0.00223,0.0617,0.693,112.117,4Pv7OY4tfCA8KIdtlkANOS,178320,4,indie
215,Never Had The Balls,Rex Orange County,65,0.691,0.68,5,-7.808,1,0.0365,0.387,0.000276,0.0508,0.361,149.974,5h68UTytwmTJDwoGbqLwzV,236893,4,indie
216,Homage,Mild High Club,75,0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372,7pegxVesMmE2qK0o58xoFG,177493,4,indie
217,Needs,Verzache,77,0.813,0.601,11,-7.552,0,0.116,0.189,0.0002,0.426,0.855,118.981,0WKmVAD4VWk5EdTyCFILi4,177479,4,indie
218,Birch Tree,Strawberry Guy,51,0.49,0.623,8,-8.714,1,0.0298,0.231,0.262,0.116,0.164,114.389,6R7qvSSuG7Hy7C15ESlHIv,280604,4,indie
219,Metamodernity,Vansire,58,0.822,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,61GiMDN1kUiEQK6zHGMdnx,162663,4,indie
220,Olive Juice,Black Pool,37,0.74,0.363,9,-8.706,1,0.0377,0.515,0.000441,0.124,0.308,145.562,3cqOsgr7n1HkitkaJ6F6zL,197028,4,indie
221,Sore Throat,zack villere,45,0.282,0.164,8,-11.583,1,0.0311,0.857,0.00675,0.0887,0.159,81.859,0RIytgkROdfZLR87vkquo8,121240,4,indie
222,Frank Said,Jessi Blue,43,0.474,0.376,8,-14.786,0,0.117,0.946,0.0205,0.133,0.506,77.06,7C8EG6WQlS0gJnLYUdO3Gh,231874,3,indie
223,Crushes,Miko,46,0.696,0.644,0,-5.697,1,0.0583,0.144,0.0,0.0705,0.705,135.009,64Cto2O2ZZuGObczMYnSrK,151878,4,indie
224,Disappear,beabadoobee,58,0.583,0.692,1,-6.141,1,0.0278,0.0353,0.000785,0.0712,0.485,142.047,1vKPCcclqSIHpMIh4YieQG,248884,4,indie
225,Sometimes,Goth Babe,65,0.445,0.563,7,-8.904,1,0.0315,0.105,0.000271,0.179,0.204,94.978,7oJmIBxEAYjfkS7lhZ7M1S,262737,4,indie
226,Perks of Being a Sunflower,Soft Glas,0,0.85,0.686,8,-7.769,1,0.0361,0.669,0.0999,0.101,0.968,115.03,6CCgo4BGBNpsUFUm1PngK9,177391,4,indie
227,Sis,Clairo,57,0.511,0.512,4,-9.091,1,0.0331,0.545,0.93,0.116,0.159,120.159,6Qoz4HdYCIzQCmEd8ARYWP,136281,4,indie
228,Friends,Omar Apollo,48,0.37,0.333,0,-7.516,1,0.0322,0.861,0.0,0.111,0.324,172.814,0q0fJWjbiK5DSKCSN1GKsK,186933,4,indie
229,Leaf,zack villere,45,0.642,0.356,0,-10.909,1,0.0407,0.405,0.00597,0.112,0.191,118.04,2iFiwkAEBPtQKk8xmHFJwN,203136,4,indie
230,Seabirds,Pizzagirl,51,0.615,0.622,6,-7.679,1,0.028,0.729,0.0106,0.104,0.516,99.986,5I0iOfX9YLacuhLspYnTaY,298477,4,indie
231,Friendzone,Huron John,48,0.856,0.381,0,-9.165,1,0.0587,0.805,0.133,0.106,0.785,101.03,1jJCBopWjlpAlc014fHaMP,172352,4,indie
232,Ugotme,Omar Apollo,0,0.699,0.487,0,-1.477,1,0.0381,0.493,1.81e-05,0.135,0.384,65.744,3yV8tx2QY0t6st5LsLZhkF,127273,4,indie
233,Honeypie,JAWNY,20,0.742,0.678,5,-4.605,0,0.192,0.0698,0.0,0.151,0.927,115.05,6JqYhSdTE4WbQrMXxPH5cD,135521,4,indie
234,Falling for U,Peachy!,78,0.516,0.358,8,-12.018,0,0.424,0.741,1.34e-06,0.0813,0.397,79.509,0sHFw13WH3LtSB3yP8UMYJ,124000,4,indie
235,U Got Me,Yung Heazy,37,0.615,0.744,4,-3.993,1,0.0741,0.136,3.33e-06,0.0839,0.683,121.828,19sKVQdaW5zvhKuIFX2RDR,240903,4,indie
236,Maple Syrup Tears,Huron John,49,0.701,0.655,4,-5.023,1,0.0284,0.385,0.000182,0.293,0.595,113.017,11mZeNMQTR2It49wtB4gTv,193402,4,indie
237,Erase,Omar Apollo,52,0.657,0.376,9,-6.534,1,0.0463,0.688,2.54e-05,0.272,0.575,84.905,4luBGXcgpFQPPAtcF4zEdv,236794,4,indie
238,You Say I'm in Love,Banes World,68,0.623,0.285,1,-16.687,0,0.0538,0.427,0.00278,0.189,0.343,140.028,5Ss6DqCldgTmIo6BekVOJT,176761,4,indie
239,Heaven,Clairo,60,0.733,0.262,0,-13.766,1,0.028,0.224,4.79e-06,0.105,0.444,135.497,4XYo3W8U6IY42EbB01rnR4,233871,3,indie
240,Lonely,Ralph Castelli,54,0.547,0.316,4,-14.575,1,0.0474,0.944,0.0956,0.0888,0.161,120.022,4fPk5AIvhAOK9KELmztQxX,260000,4,indie
241,"Something, in General",Ritt Momney,48,0.487,0.203,4,-14.686,1,0.0395,0.84,0.018,0.17,0.505,127.88,4e2LfPZ9lVdWsQVWYdYzo4,240937,3,indie
242,Boy Who Cries,Sam.Sts,46,0.446,0.651,4,-6.856,0,0.0758,0.0181,1.64e-06,0.0919,0.255,151.12,31WrkIdb7vKxv4ucqnEorW,189960,4,indie
243,Everytime,boy pablo,69,0.431,0.663,2,-10.066,1,0.0351,0.0249,0.0397,0.117,0.855,203.908,4zvHZWOGyL7WcmqHOgtGCW,172941,4,indie
244,No Tissues,Postcard Boy,46,0.623,0.302,0,-12.694,1,0.0487,0.00376,0.0189,0.153,0.225,109.971,7FIG9jdfSkky8Ffe7UDbQt,185754,4,indie
245,Feeling Good,Madson Project.,48,0.664,0.323,9,-10.599,1,0.116,0.856,0.167,0.0942,0.346,109.55,5rIVvxrkGWLGYV4UrEh1WE,141111,4,indie
246,Peach Pit,Peach Pit,68,0.515,0.804,6,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,0ZK8TGOsngrstVPsnrHbK1,287080,4,indie
247,Garden,Grady,0,0.729,0.576,8,-5.762,1,0.135,0.124,0.0,0.16,0.327,144.935,4rcBgGdnnplqvHgjKMk1gL,134069,4,indie
248,Next Best Thing,FLOOR CRY,47,0.633,0.476,2,-9.341,0,0.0386,0.481,7.76e-05,0.661,0.456,113.97,7hZtfayYQukFySbj746HJL,170406,4,indie
249,Morning Sex,Ralph Castelli,60,0.81,0.353,6,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,2fGRJzoiYJYAzlQAyBONMb,175313,4,indie
250,"Boy, I'm Just a Loser for Your Love",Good Morning,50,0.606,0.243,3,-9.96,1,0.0288,0.922,0.681,0.11,0.355,82.7,5UgD1q2SkvYqUEPTGHfHrB,195594,4,indie
251,She Plays Bass,beabadoobee,60,0.449,0.89,9,-3.823,0,0.0468,0.000147,0.0198,0.101,0.276,136.069,52zzYSu7RUsSFn8cZlVjWp,207106,4,indie
252,Life Inside,Verzache,60,0.847,0.516,4,-8.728,0,0.0414,0.232,3.09e-05,0.714,0.655,120.016,2tpA4UByrUKHRCaSiS0eno,216000,4,indie
253,Shy,Hether,47,0.727,0.531,8,-8.219,1,0.0321,0.301,0.000343,0.152,0.94,105.617,3TFNxpIwIzMi3jsMRy9GVZ,201698,4,indie
254,Telephone,CASTLEBEAT,51,0.575,0.518,11,-8.933,1,0.0282,0.284,0.938,0.104,0.439,124.029,6xJSVfI6xi51iJrbm9KjXb,209274,4,indie
255,Ways,RICEWINE,39,0.82,0.795,0,-4.778,0,0.0289,0.656,0.000176,0.173,0.656,100.005,46YMi4OGLJ0ZSFIrbpCO45,268888,4,indie
256,"Prune, You Talk Funny",Gus Dapperton,0,0.57,0.75,10,-7.193,0,0.0383,0.0177,0.00247,0.197,0.578,140.063,4a6r6d9mfcUQbOnrGf8jAV,212701,4,indie
257,Set Piece,Vansire,53,0.541,0.483,1,-10.675,0,0.0514,0.351,0.4,0.111,0.641,80.73,3ishRxjsqYVk6FdAGeeUAP,199490,4,indie
258,companions <3,Matt DiMona,45,0.788,0.319,5,-11.733,1,0.0425,0.0411,0.695,0.103,0.386,92.005,2NvmyE3zwZuJCMyAH4pnyd,219130,4,indie
259,I Don't Know You,The Marías,66,0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,4cJOLN346rtOty3UPACsao,209450,4,indie
260,Here I Found / No Self Control,Billy Lemos,47,0.442,0.565,2,-5.759,1,0.0712,0.672,0.0303,0.124,0.194,112.436,2UOJss6miEJATzDf8hCEOt,181582,4,indie
261,Summertime Silence,FruitPunchLoverBoy,42,0.578,0.379,0,-10.032,0,0.186,0.699,3.29e-06,0.105,0.195,85.955,5aysvKjGKnX9sse9mIm7LY,178623,4,indie
262,Sunnnn,Goth Babe,50,0.379,0.69,2,-9.862,1,0.747,0.169,0.00266,0.557,0.17,189.938,68bLFIx0Gw6P3DMBIGdUyz,260842,4,indie
263,Someone To Spend Time With,Los Retros,63,0.817,0.471,9,-13.301,1,0.0335,0.0529,0.224,0.106,0.962,89.551,0qQ9VcVPkWDTnff6HIhISU,173954,4,indie
264,Antidote,Orion Sun,14,0.506,0.807,8,-3.96,1,0.249,0.161,0.0,0.114,0.394,163.239,7GdGBGwFMg21mY9kNpNKXI,169756,4,indie
265,Untitled,Rex Orange County,0,0.573,0.2,9,-9.567,1,0.0805,0.906,0.0,0.134,0.333,121.255,3cFG2erCQQVAejCoDiRncV,135707,4,indie
266,Nothing in Return,Monsune,7,0.672,0.739,11,-5.747,0,0.0695,0.551,0.046,0.182,0.685,100.004,53G729jc38JTStNPNX4dF1,232200,4,indie
267,Turtleneck Sweater,marinelli,46,0.707,0.658,4,-5.442,1,0.0426,0.192,0.195,0.0689,0.787,145.059,2QHTcXI19lvcVrkVeADxa5,150038,4,indie
268,Fool,Cavetown,70,0.671,0.464,1,-9.277,1,0.149,0.0632,0.073,0.0711,0.131,79.509,6iGWH4PRPDwtN9NydaHK8b,233785,4,indie
269,B Cool (feat. Melanie Faye),Magroove,55,0.794,0.368,8,-12.725,1,0.0523,0.559,0.694,0.0864,0.775,140.063,6EErYXgsGBMkwpITHuKuCI,199245,4,indie
270,kiss u better,Katzù Oso,45,0.55,0.933,7,-7.17,1,0.0463,0.0175,0.0838,0.152,0.642,115.072,5yCJKdBWx1fVLUK6XhetGm,187826,4,indie
271,Your Loving,Will Davila,45,0.692,0.38,10,-8.138,1,0.0392,0.533,0.129,0.379,0.764,87.63,556b0qVFXcn1eXz1JYXHKg,205503,4,indie
272,How Was Your Day?,Mellow Fellow,58,0.447,0.442,8,-11.221,0,0.0471,0.0472,0.000559,0.331,0.776,159.967,2E01rRrzaz6TuwCdm27m4m,188787,4,indie
273,Selfluv,RICEWINE,48,0.752,0.367,2,-8.667,1,0.0312,0.854,0.278,0.0846,0.202,95.841,2IDLUO7LuKyTiLZLIEVvoG,273177,4,indie
274,All Your Love,Jakob Ogawa,64,0.568,0.587,11,-8.814,0,0.127,0.293,0.329,0.137,0.491,174.682,7G7zCzvyqz39BFE7TqPM3O,175241,4,indie
275,Kids,Current Joys,67,0.827,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0756,0.904,113.449,6ixkZ2Q9gQeh52C6GxbETg,269143,4,indie
276,Drive,FLOOR CRY,47,0.56,0.433,9,-13.883,1,0.0364,0.848,0.264,0.0481,0.257,140.008,6QIw7F84ukZy4onuTVZVLd,206514,4,indie
277,Human Breach,LOMELI,36,0.413,0.28,3,-12.032,1,0.0284,0.256,0.741,0.177,0.659,100.02,0XFV1dLOQNdzEhiNUHH0VP,254300,4,indie
278,Dreamin,Lofi Legs,40,0.452,0.241,4,-11.735,1,0.0379,0.899,3.62e-05,0.0862,0.334,72.078,3Qa1FZN158eJiz6PFnU1SG,139545,4,indie
279,Your Own,SALES,51,0.764,0.457,2,-11.351,1,0.0272,0.516,2.4e-05,0.201,0.764,95.996,3axNvNVXW11vfhQrNdbCOV,177500,4,indie
280,I Revel in You,JORDANN,49,0.762,0.336,4,-13.009,0,0.0699,0.83,0.864,0.109,0.566,166.012,2e4bpRLZAQm572Oej0Uhzl,213571,4,indie
281,Keeping Tabs (feat. Suscat0),Cuco,64,0.668,0.855,2,-5.69,1,0.0369,0.728,0.0,0.106,0.907,139.97,1KypMTzxfo8NNIZ30lanZa,248161,4,indie
282,girls,girl in red,0,0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,5rDzL33WiYowiXlZhwWvst,198400,4,indie
283,Can't Be // How U Feel,Billy Lemos,10,0.632,0.821,4,-6.608,0,0.3,0.501,0.000436,0.175,0.524,90.032,2sa35Fu5jG7UBb82NVZWMm,126694,4,indie
284,Sorry,Hala,49,0.498,0.935,7,-4.266,1,0.0408,0.0284,8.1e-05,0.0772,0.752,159.984,7Hs4BDVWvKvKzfr5A0pI9K,211946,4,indie
285,Wiggle,binki,55,0.753,0.461,8,-8.857,0,0.0585,0.496,0.000372,0.116,0.897,103.919,3xUoFmauSdcqntvnmc39XZ,179908,4,indie
286,B4,Ginger Root,47,0.797,0.726,7,-5.267,1,0.0804,0.476,0.483,0.0769,0.969,104.428,1Bw35QKcWd4HKnx6EczowY,172329,4,indie
287,Flowers for All Occasions,Blood Cultures,39,0.508,0.628,9,-6.406,1,0.0452,0.0246,0.204,0.111,0.223,123.955,4be0qtgnB5kRzlox6T6btY,294990,4,indie
288,Obsessed,Huck,0,0.671,0.352,9,-11.431,1,0.0324,0.657,0.000196,0.0877,0.52,88.002,5ltSjMyrvgd39401QOeF4V,235227,4,indie
289,Keep On Dancing,Oh Wonder,60,0.586,0.562,6,-7.677,1,0.348,0.621,8.41e-05,0.092,0.606,81.28,5clIpJtJdJbV1WMioS5CXS,195493,4,indie
290,21,Gracie Abrams,68,0.756,0.673,2,-6.336,1,0.0899,0.516,0.0,0.109,0.402,125.055,2D2lazsae9o1UoVPUAdxyT,185173,4,indie
291,Youuu,COIN,61,0.528,0.619,2,-6.959,1,0.0282,0.0029,0.0,0.291,0.0845,102.951,0xORFaXxl07BtES8IAJ7OD,235267,4,indie
292,Nirvana,ELLIANA,58,0.479,0.402,4,-9.573,1,0.0311,0.321,4.11e-05,0.116,0.153,134.035,11VPN6SfBRRmF2fESXlNep,266036,4,indie
293,I Wish I Never Met You,Oh Wonder,41,0.471,0.496,1,-9.947,1,0.225,0.667,6.67e-05,0.112,0.602,93.999,4P6Y4uhdy4Z9W9WUdCjt8l,179081,4,indie
294,Let's Fall in Love for the Night,FINNEAS,82,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,7kQkmyoHCEqwe7QwDbkSXM,190348,4,indie
295,good guys,LANY,77,0.455,0.677,0,-7.719,1,0.0751,0.593,0.0,0.0899,0.248,169.919,3c7peg169veVaJRzlbCaKw,224995,4,indie
296,Me & You Together Song,The 1975,69,0.272,0.763,9,-5.861,1,0.0348,1.65e-06,0.00157,0.299,0.394,107.388,4AQzk2yNWKs6sYhZi6NzVN,209501,4,indie
297,Take Yourself Home,Troye Sivan,76,0.364,0.606,5,-9.188,0,0.0831,0.0748,0.000322,0.106,0.289,99.73,6YndZBGmLySgsVScckWkmO,249370,4,indie
298,I Like It When You Love Me,Oh Wonder,63,0.481,0.432,5,-11.982,0,0.383,0.824,0.000347,0.105,0.194,83.595,6UiS2IW9dEZwC6TluY5zSy,226560,4,indie
299,I Don't Miss You at All,FINNEAS,1,0.838,0.316,1,-7.57,0,0.224,0.61,0.000446,0.103,0.531,148.147,5Jj7cr0vPBGlqDNyI4G8y6,128916,4,indie
